Age,Income,Employment_Type,Years_Employed,Loan_Amount,Loan_Term,Credit_History,Existing_Debt,Debt_to_Income,Previous_Default,Savings,Dependents,Property_Owned,Loan_Purpose,Risk_Label
26,2255013,Salaried,0,342443,36,Average,145920,0.0647091326262276,1,1407757,2,0,Education,0
51,926578,Business,24,146590,12,Average,148114,0.15985037433397475,1,1267813,0,1,Home,0
51,956921,Salaried,4,883689,36,Good,80431,0.0840517826949323,0,817018,0,1,Business,0
45,1394798,Business,21,1758263,12,Bad,648312,0.4648067571026363,0,241095,4,0,Personal,1
24,1281118,Salaried,3,1754799,60,Average,115937,0.09049666736657562,0,439919,2,1,Education,0
61,707715,Self-Employed,1,229218,12,Good,183126,0.25875633728783864,1,1208856,2,0,Home,0
43,1740206,Self-Employed,0,132287,180,Bad,737691,0.42390991416538376,0,1100821,2,1,Car,0
54,1882845,Salaried,13,1705112,24,Good,434139,0.23057594726281386,1,678760,5,0,Business,0
35,349348,Self-Employed,7,722481,120,Average,464119,1.3285253428519903,1,986928,2,1,Home,1
64,2308566,Salaried,19,1101244,60,Good,397454,0.17216481046467355,1,578511,0,1,Car,0
39,2219793,Business,8,160481,180,Average,732034,0.32977564584821834,0,795394,3,1,Car,0
36,1829738,Self-Employed,6,319782,180,Bad,178830,0.09773525076527308,0,1493960,1,1,Education,0
60,1522485,Self-Employed,37,990404,60,Good,114769,0.07538263077624359,0,1044613,3,1,Car,0
57,125165,Business,5,1146148,120,Bad,527994,4.2183500311586215,1,1169499,3,0,Education,1
39,2481613,Self-Employed,0,1585706,12,Average,79859,0.03218026655233248,0,43871,4,0,Home,0
51,1936216,Salaried,22,1485334,120,Average,193837,0.10011119621406071,0,1200051,3,1,Education,0
31,345041,Self-Employed,7,1838087,60,Good,205240,0.5948261371079463,0,541252,1,1,Personal,1
22,2189961,Business,1,1638311,180,Good,399705,0.18251686558944857,1,878351,0,0,Home,1
58,320883,Self-Employed,11,1936536,60,Average,436144,1.3591952231959212,1,39401,0,0,Business,1
52,1224888,Self-Employed,9,1186055,36,Bad,355928,0.2905797994757076,0,772725,3,0,Education,0
31,1363318,Self-Employed,3,936473,36,Bad,38465,0.028214233059173973,1,301931,3,0,Home,1
42,928876,Salaried,19,238571,36,Average,574401,0.618382196997019,1,181168,1,0,Education,1
43,2221071,Self-Employed,8,1792762,12,Average,408197,0.18378377648270744,1,59768,0,0,Education,1
24,2330031,Self-Employed,3,1552359,12,Average,480695,0.2063040335926717,1,232026,5,0,Car,0
23,2044555,Self-Employed,2,877891,24,Bad,732957,0.35849201489223087,1,1300555,0,0,Personal,1
62,1476858,Salaried,39,1960165,60,Average,74254,0.050278327179507316,1,1070811,0,1,Business,1
64,796138,Self-Employed,2,72264,36,Bad,443043,0.5564895074855019,1,666590,5,0,Car,1
48,1933610,Business,27,984316,36,Average,411731,0.21293372865586718,1,931988,2,0,Business,0
39,2394223,Self-Employed,0,1155763,36,Average,6550,0.0027357507067007933,0,1268671,4,0,Business,0
50,734803,Salaried,5,386274,24,Bad,364105,0.4955130892047403,0,1287945,4,0,Personal,0
22,1008892,Salaried,0,120621,36,Good,396909,0.3934104013012282,0,1257617,5,1,Personal,0
39,1269671,Self-Employed,3,1423843,180,Bad,697212,0.5491276487155737,0,158484,2,0,Car,1
61,1457726,Business,40,148474,180,Good,380521,0.26103721753112896,0,1409762,5,0,Business,0
63,727525,Salaried,17,411735,24,Good,464833,0.638922870110484,1,700563,4,1,Personal,0
62,2127697,Business,22,270916,24,Bad,281729,0.13241023867108961,0,32681,3,1,Education,0
57,911913,Salaried,31,483638,60,Bad,69184,0.07586680322925188,1,752507,5,1,Home,1
64,2476574,Salaried,38,121047,180,Bad,108354,0.04375155204263953,1,814702,3,1,Education,1
54,1737368,Business,6,920414,60,Good,145748,0.08389006595605193,0,811672,0,0,Home,0
58,1506532,Self-Employed,15,777808,36,Bad,717998,0.4765896266460808,0,435,4,0,Personal,1
34,1776481,Salaried,1,860910,12,Good,570706,0.32125628067157447,1,990162,3,0,Business,0
43,2014749,Salaried,16,1484689,24,Good,539056,0.26755478347189476,1,969704,1,1,Home,0
49,1392914,Self-Employed,27,913666,12,Bad,574080,0.41214288021882167,0,1387652,2,1,Car,0
54,626492,Self-Employed,13,679010,60,Average,334167,0.5333930307281964,0,70311,0,1,Personal,0
22,1163038,Salaried,0,127759,24,Bad,83949,0.07218072652765728,1,1039504,5,0,Business,1
46,965863,Salaried,12,789751,36,Bad,736454,0.7624820885756173,0,56183,5,1,Personal,1
46,264811,Business,3,465167,24,Bad,78468,0.29631587692400646,0,229697,2,0,Home,1
44,2259180,Self-Employed,3,990443,180,Bad,118020,0.05224017022097831,0,988378,3,1,Car,0
25,2489199,Self-Employed,0,566936,36,Average,794926,0.31934999196529007,1,79770,3,1,Education,0
44,1408768,Salaried,15,1706662,36,Average,421083,0.29890138127684523,1,34620,3,1,Personal,1
37,1176364,Salaried,7,396193,24,Good,312264,0.265448223978102,1,18909,2,0,Home,0
48,1446769,Business,17,550015,36,Bad,265059,0.18320742066810897,1,490258,4,1,Home,1
54,860624,Self-Employed,27,1237875,36,Good,602533,0.7001109658678286,0,1199581,5,0,Car,0
38,700165,Salaried,14,1343824,12,Good,393296,0.561718221107566,1,828894,1,1,Car,1
56,699618,Salaried,26,1228100,120,Bad,239298,0.3420404534468046,1,24759,5,0,Education,1
40,613562,Salaried,7,553388,24,Bad,167400,0.272832618655297,0,269937,2,0,Education,0
46,583462,Salaried,9,1602957,180,Bad,369056,0.6325268268939076,1,1196348,3,0,Car,1
40,344028,Salaried,13,1382703,24,Good,606884,1.7640489609887537,0,623716,2,0,Business,1
46,580724,Business,4,1171879,36,Bad,610430,1.0511515777691678,1,386446,5,0,Car,1
60,772900,Self-Employed,13,1045204,24,Good,440572,0.5700238452272671,0,1044552,5,0,Education,0
63,1430074,Business,29,363248,60,Good,630501,0.44088666678321065,1,233380,1,0,Education,0
58,170182,Salaried,2,234575,24,Bad,402602,2.36570045186652,0,630311,3,0,Personal,1
62,328082,Business,30,1565357,120,Bad,56686,0.1727794491028185,1,45284,0,1,Car,1
33,1766856,Salaried,7,79415,24,Average,149128,0.08440298224474306,1,85567,4,1,Car,0
47,1395112,Self-Employed,5,1909932,12,Average,48221,0.03456422526347328,0,236009,5,0,Personal,0
26,2383654,Business,0,212879,120,Good,540254,0.2266494102544202,0,269067,4,1,Business,0
26,1412121,Salaried,4,984303,24,Bad,75111,0.05319016345613198,0,46210,1,1,Car,0
40,1265126,Business,11,1292556,60,Bad,604451,0.4777789107338631,1,548329,3,1,Car,1
29,1222588,Self-Employed,4,1613933,24,Good,481345,0.39370957860736516,0,1483517,5,0,Education,0
53,124806,Self-Employed,20,571270,12,Good,486219,3.895767064347352,0,646740,5,0,Personal,1
34,476721,Business,12,1730076,180,Good,6042,0.012674053221793834,1,988106,2,1,Car,0
22,2296449,Salaried,0,1768330,24,Average,449756,0.19584837466524418,0,280085,0,1,Car,0
62,2318580,Self-Employed,18,114048,12,Bad,711631,0.3069252271108924,0,1450512,1,0,Personal,0
47,716970,Salaried,18,57914,60,Good,62953,0.08780410923175415,1,215837,5,1,Home,0
62,1676404,Salaried,22,1216627,12,Bad,764425,0.4559906466516146,1,1150266,5,1,Education,1
49,242865,Salaried,5,1287236,180,Average,502431,2.0687580805876493,0,1170522,5,1,Home,1
21,2314920,Salaried,0,660317,12,Bad,7042,0.0030420044571715407,1,254622,0,1,Business,1
34,878691,Self-Employed,13,101126,24,Good,56746,0.06458008039221934,0,648179,0,0,Education,0
63,2202085,Business,24,1588859,24,Bad,627707,0.2850510833818479,1,424556,1,0,Education,1
34,588409,Salaried,10,827345,12,Average,60914,0.10352305365306504,1,653947,1,0,Education,1
43,1323591,Salaried,4,1831177,12,Average,375260,0.2835163706036301,1,331690,5,1,Education,1
53,1002195,Salaried,15,302090,180,Bad,6255,0.006241294118116616,0,1347876,3,0,Personal,0
62,1785384,Salaried,23,372866,180,Average,558876,0.31302828241527736,0,24290,0,1,Car,0
42,675987,Self-Employed,7,164115,12,Average,257194,0.3804712509689521,0,17763,3,0,Car,0
43,1258534,Business,7,603545,24,Average,214335,0.17030515639215438,0,677014,4,0,Car,0
52,1388151,Self-Employed,13,705951,120,Average,24422,0.017593174234521867,1,1103891,2,1,Business,0
32,2264200,Self-Employed,11,1459145,12,Good,114503,0.05057104029191754,1,749992,4,1,Personal,0
41,312489,Self-Employed,4,149181,180,Good,83996,0.2687958014656469,0,1095814,4,1,Car,0
26,1234003,Business,0,814596,36,Bad,317639,0.2574051623819696,1,316112,4,0,Personal,1
43,2402197,Business,15,1317777,24,Average,157662,0.06563239166796409,0,368524,1,1,Home,0
27,1906239,Salaried,2,866878,120,Good,264729,0.13887495803256672,0,213694,0,1,Personal,0
41,1283855,Self-Employed,8,1879012,60,Bad,50612,0.0394218666267868,0,229235,2,0,Personal,0
61,159680,Self-Employed,30,1842703,60,Bad,263414,1.6496264427201734,1,1301502,1,1,Business,1
21,984512,Business,0,923564,24,Good,751829,0.7636557363894636,1,344018,3,0,Personal,1
25,2216958,Salaried,3,1749211,180,Bad,211845,0.09555657096049137,1,1195932,4,0,Car,1
60,2097276,Business,34,1256520,180,Good,423754,0.20204961004197347,1,202364,3,0,Home,0
53,867928,Self-Employed,13,400940,120,Bad,733492,0.8451059936930325,1,1007676,4,1,Personal,1
35,1368948,Self-Employed,7,589438,180,Bad,507820,0.3709561130473086,1,396640,2,1,Education,1
35,854228,Self-Employed,3,246805,120,Bad,783512,0.9172154071098031,1,124971,0,1,Home,1
62,651386,Business,32,1107638,60,Bad,590333,0.906270772981346,0,1034655,1,1,Education,1
45,738791,Salaried,0,736706,12,Average,196453,0.2659111089454136,1,1411274,2,1,Personal,1
45,2152463,Salaried,15,680185,180,Good,130257,0.0605152978168276,0,218709,1,1,Home,0
55,1074729,Salaried,27,1373311,12,Bad,354568,0.32991355968475805,1,1320349,1,1,Education,1
44,2332717,Business,18,563613,36,Average,62785,0.02691495500099026,1,811914,1,0,Home,0
28,1737346,Salaried,6,170684,36,Bad,310055,0.1784646360226253,1,861525,0,1,Personal,1
22,427361,Business,1,761693,120,Good,649958,1.5208605350967095,0,1138564,2,0,Personal,0
38,2231167,Salaried,9,1313045,120,Average,133569,0.05986505722563249,1,455868,2,1,Home,0
29,973755,Salaried,4,802438,60,Good,487539,0.5006788148160319,1,904043,1,1,Education,1
23,1918156,Salaried,0,1311472,60,Bad,783611,0.4085228685660246,1,99219,4,1,Home,1
56,247192,Salaried,24,1841141,36,Good,701582,2.8381952563381647,1,1413617,0,0,Education,1
56,569948,Salaried,32,1381903,180,Good,105759,0.18555870788438966,1,543687,2,1,Education,0
33,609680,Business,4,573085,180,Bad,521752,0.8557786777019458,0,776496,3,0,Business,1
44,2169248,Business,7,1484362,36,Bad,748443,0.34502401522370185,0,1410429,2,0,Car,0
30,2495994,Self-Employed,0,366292,180,Average,639567,0.2562372921420115,0,177619,3,1,Education,0
48,542532,Business,15,1274898,12,Average,185757,0.34238838927770293,0,1478230,1,0,Education,0
48,1836224,Salaried,15,1882858,60,Bad,203382,0.11076093615978434,0,404670,1,1,Business,0
51,2131935,Salaried,19,1511446,180,Good,717034,0.33632998363928374,0,25829,1,1,Car,0
24,961170,Self-Employed,0,321125,24,Average,387228,0.4028710812123961,1,1453051,1,1,Business,0
54,281452,Salaried,2,1658212,120,Good,747003,2.654094999875645,0,1466341,4,0,Personal,1
37,1236448,Self-Employed,6,64013,12,Good,501117,0.4052872378885017,1,480198,4,0,Car,0
29,1112849,Self-Employed,0,758106,36,Bad,599541,0.5387437660062003,0,768981,0,1,Car,1
52,410410,Self-Employed,9,1000192,24,Good,44122,0.10750686506940603,0,1139440,3,0,Home,0
50,865419,Salaried,5,1136612,36,Bad,123354,0.14253657183795151,0,707333,5,1,Home,0
28,2109860,Self-Employed,5,423438,180,Bad,671393,0.3182166976876676,1,108583,5,0,Car,1
49,598728,Business,20,571503,12,Bad,417974,0.6981021463800818,1,1209258,1,0,Car,1
43,1529107,Business,12,132005,60,Good,498984,0.32632358211454,1,403150,4,1,Business,0
52,2226284,Business,12,1706184,120,Average,560536,0.25178088160320894,1,53972,3,0,Home,1
62,377855,Salaried,20,1393675,60,Good,219369,0.5805624364837398,1,63348,1,0,Personal,1
41,626000,Salaried,4,704476,12,Average,363028,0.5799160065239513,0,446068,3,1,Personal,0
64,340632,Business,27,1345681,120,Average,418152,1.2275733707538612,0,1164407,5,1,Car,1
22,2283293,Self-Employed,0,984253,60,Average,83148,0.036415809790592016,1,557954,2,1,Home,0
40,671928,Self-Employed,4,1932945,180,Good,540761,0.8047888988271082,1,260852,4,1,Car,1
38,1575253,Self-Employed,11,525428,36,Bad,288209,0.1829603352856111,1,1036918,1,1,Car,1
62,2032365,Salaried,4,1019271,12,Good,139414,0.06859689642515177,1,1194301,4,0,Education,0
44,2153435,Self-Employed,16,1481557,36,Average,499900,0.23214063478088043,1,1317180,2,0,Education,0
49,1571170,Self-Employed,15,77140,60,Good,369987,0.2354848708383747,0,1064789,0,0,Business,0
36,2064129,Salaried,8,1222122,12,Average,371844,0.18014563036242873,1,963413,4,1,Home,0
36,390984,Self-Employed,15,685679,180,Good,332626,0.8507385193805389,1,730147,3,0,Car,1
35,1427272,Self-Employed,9,59719,120,Good,268293,0.1879759513421749,0,750151,0,1,Personal,0
52,252973,Self-Employed,3,1445625,180,Bad,594979,2.351937353245788,0,418337,1,1,Business,1
33,132202,Business,9,903048,60,Average,788453,5.963956945001248,0,1498118,2,0,Education,1
23,1387354,Business,1,1913989,180,Good,143453,0.10340035535245125,0,1187007,1,0,Education,0
43,1412847,Self-Employed,22,1799008,120,Good,91470,0.06474157163403282,0,207933,4,0,Home,0
64,1419782,Salaried,2,962072,24,Good,475970,0.3352413713926706,0,1091183,3,0,Personal,0
55,349351,Self-Employed,7,1125609,12,Bad,373623,1.0694743410657446,1,966798,4,0,Personal,1
33,1651598,Salaried,6,561627,36,Bad,101090,0.061207351179069495,1,1153825,5,1,Home,1
32,2114389,Business,10,1174025,120,Average,487442,0.23053552088309157,1,1422714,4,1,Education,0
36,1977904,Self-Employed,8,320793,180,Bad,87232,0.04410323043826675,0,744725,0,1,Home,0
55,1165158,Business,8,1528454,24,Bad,236164,0.2026882168013121,1,574536,2,0,Personal,1
31,1091373,Salaried,7,996903,36,Average,609619,0.5585793687590138,1,985184,3,1,Business,1
36,1691544,Salaried,9,432912,24,Good,610263,0.3607725481734154,0,521794,1,0,Business,0
45,1699458,Self-Employed,6,1104953,180,Average,456354,0.26852898481222554,1,521372,0,1,Education,0
48,246423,Salaried,4,1410794,60,Bad,263625,1.0698024543063986,0,318283,1,0,Business,1
58,2476103,Salaried,37,632006,24,Bad,5768,0.002329465967503788,0,942703,2,1,Education,0
45,843472,Business,12,235734,60,Average,573717,0.6801841908395408,0,804873,1,1,Home,0
33,1393883,Self-Employed,3,710666,120,Average,81674,0.05859454588760614,1,1448328,0,1,Home,0
25,1197285,Business,1,1554730,36,Average,249578,0.20845311813551648,0,283090,2,1,Car,0
45,1183589,Salaried,12,1674028,12,Good,321298,0.2714605564426871,0,549167,0,1,Car,0
55,706674,Business,14,480293,120,Average,792280,1.1211377224325185,1,1089880,5,1,Business,1
61,834626,Salaried,8,1735911,60,Good,570603,0.6836622826723794,0,356206,0,0,Car,0
61,661447,Business,5,1638744,24,Good,425486,0.6432644743048584,1,170047,1,1,Car,1
31,2225950,Salaried,7,804093,60,Average,60716,0.02727643151174487,1,566252,5,1,Education,0
33,1688861,Salaried,10,273384,24,Average,714891,0.42329746302539817,0,1205844,1,1,Home,0
32,1711536,Self-Employed,4,731494,60,Good,215084,0.12566716349106097,1,286281,2,1,Education,0
58,2086363,Business,0,355138,12,Bad,454215,0.21770649800322475,1,1289768,3,1,Personal,1
52,335126,Business,6,510234,36,Bad,22710,0.06776535462675344,0,914759,2,1,Car,1
34,545997,Salaried,3,99907,120,Bad,401576,0.7354898735892805,1,641255,2,0,Business,1
40,1023781,Business,15,740415,60,Good,408284,0.3987997444768515,1,364813,3,0,Personal,0
50,1388046,Business,21,1795620,180,Good,509430,0.3670120680351602,1,289137,2,1,Car,0
59,2405699,Salaried,33,193461,60,Average,744875,0.3096292139502016,0,1303718,0,1,Personal,0
26,1570655,Salaried,2,1185515,180,Good,432089,0.27510097691665136,1,1461891,1,1,Car,0
47,2220051,Business,3,1281108,12,Average,412063,0.18560961635132872,1,1413014,4,0,Business,0
21,216127,Business,0,499441,60,Bad,392323,1.8152344906721942,0,258096,3,1,Home,1
64,2441373,Business,9,676693,36,Bad,56907,0.023309415108049812,1,230603,0,0,Education,1
38,1939554,Business,16,1648518,120,Good,119976,0.06185748792893215,0,93496,5,0,Home,0
50,1007211,Self-Employed,28,689814,120,Bad,751663,0.7462808227066398,1,659047,2,0,Personal,1
41,624492,Self-Employed,19,1875096,60,Good,514280,0.8235160362085724,1,499771,5,0,Car,1
38,1219762,Business,1,1677166,60,Good,267221,0.21907616479594808,0,505581,0,0,Business,0
40,1708883,Business,14,1681475,24,Average,343296,0.20088900124291642,1,1459677,2,0,Business,1
56,2346829,Salaried,0,1236244,180,Good,383497,0.1634106432932935,1,274376,0,0,Personal,0
34,426107,Business,6,696185,120,Good,744571,1.7473762520300018,1,1437882,0,0,Car,1
56,2482349,Business,34,412491,12,Bad,91388,0.03681511470985155,0,963034,5,0,Home,0
31,1887945,Self-Employed,7,921643,24,Bad,127742,0.06766189287193596,1,354949,5,0,Personal,1
44,1613055,Business,8,1941117,12,Bad,516967,0.32048918326456116,0,1069720,5,0,Business,0
50,2378261,Self-Employed,1,689448,36,Average,335383,0.14102020719332017,0,817508,1,0,Personal,0
23,566200,Business,2,1342889,60,Good,575581,1.0165665549866567,1,461660,4,1,Home,1
29,1477484,Salaried,6,1123515,36,Bad,511373,0.3461104512059344,0,379289,5,0,Education,0
57,1426569,Business,29,1033509,24,Bad,202107,0.1416733844115606,0,516407,5,0,Home,0
52,280278,Self-Employed,16,93129,24,Bad,659683,2.353665454778988,0,459740,2,0,Personal,1
61,2098382,Salaried,21,914858,12,Bad,438323,0.2088860803771285,0,1430433,3,1,Personal,0
53,794964,Self-Employed,23,136547,36,Average,789872,0.9935934286415126,1,523587,4,0,Car,1
57,2208365,Business,32,1223022,36,Bad,553633,0.2506980274103115,1,645993,5,1,Business,1
25,1120104,Self-Employed,4,1250854,60,Good,429884,0.38378901977939567,0,125044,4,1,Car,0
29,1349517,Self-Employed,0,274418,60,Bad,3857,0.002858057469407596,1,340111,5,0,Personal,1
33,1853499,Business,1,1752475,120,Bad,17013,0.009178850822767736,1,1414753,2,0,Education,1
53,881285,Self-Employed,17,1908626,36,Good,764933,0.8679736203684162,1,98083,0,0,Business,1
42,1736966,Salaried,1,1189167,12,Bad,509973,0.29359970569389054,1,279088,5,1,Education,1
28,2093990,Business,3,1899811,36,Average,731847,0.34949863681362525,0,1276749,3,1,Education,0
55,1139800,Salaried,17,608517,60,Good,766702,0.6726630350385725,1,1340180,4,1,Personal,0
51,1699689,Salaried,22,1955843,12,Good,376238,0.2213568356582671,1,1416403,3,0,Personal,0
61,1636159,Salaried,39,1951273,180,Good,225932,0.13808673968316057,1,942512,3,0,Home,0
54,1564602,Self-Employed,33,1898143,180,Good,211641,0.13526817985137443,1,1238870,0,0,Personal,0
49,1314339,Salaried,14,868020,36,Average,138594,0.10544760107734681,0,1372589,4,1,Personal,0
61,1033836,Business,29,513302,36,Average,365891,0.3539155592225854,0,1494368,1,1,Car,0
35,462459,Salaried,4,1000447,120,Bad,203862,0.4408208277472646,1,1134025,0,0,Car,1
42,2400286,Business,12,1354270,12,Bad,175335,0.07304751473469631,1,377893,0,1,Education,1
25,2465867,Self-Employed,4,1027474,36,Average,773496,0.3136810242884047,1,629010,1,1,Car,0
50,1001169,Salaried,20,1293891,120,Bad,393222,0.3927624679125423,1,1040571,5,0,Business,1
44,1816883,Business,18,451470,60,Average,713144,0.39250937319058343,1,804183,2,1,Business,0
59,1493866,Salaried,9,1409607,60,Good,757610,0.5071468879090307,0,118035,1,1,Car,0
59,341141,Salaried,34,65218,120,Good,666011,1.9522984563612806,1,1486051,5,1,Business,1
26,619139,Self-Employed,0,1701110,180,Bad,129674,0.20944212940530413,1,1028325,2,0,Home,1
57,1410955,Self-Employed,28,130481,24,Average,672081,0.47633023283504233,0,974472,5,0,Home,0
32,1606662,Salaried,6,924025,12,Good,403739,0.25129040750922876,0,248025,3,1,Personal,0
60,1013109,Salaried,13,1849084,36,Average,95454,0.0942187916415789,1,1279145,2,1,Business,1
31,301413,Salaried,8,1460682,120,Average,613771,2.03630554652405,0,672169,1,1,Education,1
29,1960072,Salaried,8,961938,36,Average,573670,0.292677874752624,1,164834,3,0,Education,0
50,1407800,Self-Employed,25,512791,36,Average,300831,0.21368858240617813,1,324999,4,1,Education,0
22,1025558,Salaried,1,395676,24,Bad,500050,0.48758774482989276,1,1243159,2,1,Home,1
34,126041,Salaried,9,497973,60,Average,524709,4.162969486361689,1,1090849,1,0,Education,1
39,2368450,Business,3,549459,36,Good,285049,0.12035250043171676,0,459929,2,1,Education,0
23,771391,Business,0,540248,60,Average,269101,0.3488511677590641,1,63425,5,1,Education,1
23,1597889,Self-Employed,1,1037637,120,Bad,192928,0.1207392248527746,0,1495918,4,0,Car,0
64,900965,Self-Employed,20,1149742,120,Bad,498338,0.5531152118947885,1,538194,5,0,Business,1
40,2017795,Self-Employed,7,239234,24,Bad,755353,0.3743455730906395,0,1218098,5,0,Car,0
21,1080665,Self-Employed,0,1008709,12,Good,352648,0.3263246923656338,0,69794,1,0,Business,0
39,1838191,Business,15,1339371,60,Average,313489,0.17054203260595194,1,1191423,4,0,Car,1
47,1506791,Self-Employed,6,470153,12,Average,637207,0.42288982155466714,0,584156,5,0,Home,0
46,1398539,Self-Employed,17,1639230,12,Bad,114379,0.08178457534285755,0,771237,4,1,Business,0
43,1372099,Self-Employed,11,1897504,12,Good,32804,0.023907878434516434,0,1384174,3,1,Business,0
28,1122383,Salaried,4,831563,120,Average,357878,0.31885522245505993,0,1319418,3,1,Personal,0
33,1903150,Salaried,1,422855,60,Good,486708,0.2557379840065239,1,78457,3,0,Car,0
48,2204369,Self-Employed,6,1154148,120,Bad,615464,0.27920176739839503,1,542118,0,1,Education,1
64,1756894,Salaried,41,1441052,180,Average,514500,0.2928461860270534,1,482618,5,1,Personal,1
60,1434025,Self-Employed,37,1038202,12,Good,455907,0.31792101398440475,1,1335169,5,0,Personal,0
33,357035,Salaried,8,1976055,120,Average,219509,0.6148091508979486,1,1498502,1,1,Car,1
58,1379409,Self-Employed,7,435734,36,Bad,33761,0.024474956684379552,0,111971,0,1,Business,0
30,196089,Salaried,7,526892,60,Good,432143,2.203799275842725,0,71064,4,1,Education,1
28,2209315,Salaried,2,634374,12,Bad,442931,0.2004833170085221,0,571902,2,1,Personal,0
33,1151785,Business,6,1397608,24,Bad,534856,0.46437098558239115,0,1271321,3,0,Education,1
46,385088,Self-Employed,11,496359,60,Bad,190989,0.49596067402600436,1,384501,1,1,Education,1
23,686994,Self-Employed,0,244540,24,Good,58643,0.0853616110743164,1,151188,3,0,Education,0
45,371515,Business,6,1099798,12,Average,135712,0.36529247730918724,0,922418,1,1,Education,0
37,2123828,Salaried,14,1378915,36,Bad,441106,0.20769374558874562,0,923191,4,0,Personal,0
21,1877732,Self-Employed,0,1530465,60,Bad,570311,0.3037231597889583,1,1145422,1,0,Education,1
26,1282261,Self-Employed,2,388649,36,Good,70727,0.05515799423206802,1,627208,4,0,Home,0
23,154754,Salaried,2,1063442,120,Bad,780077,5.0407224322315916,1,997353,3,1,Home,1
29,792971,Salaried,7,227896,24,Bad,403285,0.508574073233355,1,474743,5,1,Car,1
31,1877569,Salaried,6,123012,180,Good,461721,0.2459141336940833,0,996530,5,0,Personal,0
48,840098,Business,5,158387,12,Good,201739,0.24013717430921833,1,148729,1,0,Business,0
26,713534,Self-Employed,4,478924,24,Average,35847,0.05023860076940865,0,1259684,0,1,Car,0
61,210849,Self-Employed,10,260339,12,Bad,102851,0.4877922693858193,1,1022608,1,0,Car,1
36,871147,Business,0,1996564,120,Good,688499,0.7903352817202128,0,240164,2,0,Personal,0
46,698815,Self-Employed,18,955620,180,Average,375387,0.5371757372470006,0,661010,3,0,Home,0
31,2426628,Self-Employed,1,1350504,12,Average,25202,0.010385600765506387,0,1034013,0,0,Car,0
41,1959315,Business,17,1329598,60,Average,321487,0.16408124059620807,1,608843,0,0,Personal,0
26,773738,Business,5,1480416,24,Average,736425,0.9517744355654814,0,808814,3,0,Business,0
49,2403445,Self-Employed,6,170786,180,Average,150340,0.06255185263159646,0,1488481,1,0,Business,0
41,2432555,Business,3,960724,120,Bad,437718,0.17994159230044446,0,197033,5,0,Car,0
35,1142791,Self-Employed,8,1450935,12,Average,662858,0.5800338119272799,1,385387,5,0,Personal,1
38,2334687,Business,11,527859,36,Good,12140,0.0051998382653271015,0,1369172,2,1,Business,0
62,2385812,Business,10,219771,180,Bad,144625,0.06061874924815985,1,359585,2,0,Car,1
25,1381659,Salaried,3,973273,12,Bad,570873,0.41317907444668006,0,62063,3,0,Personal,0
61,1470640,Self-Employed,0,817436,12,Bad,729957,0.4963529508561233,0,813774,5,1,Business,1
44,903815,Self-Employed,2,1656606,36,Average,202979,0.2245800030094621,1,815146,4,0,Business,1
34,2214938,Business,13,1951864,36,Good,351268,0.15859037201475978,1,1173364,0,1,Home,0
26,1933412,Business,0,1361960,36,Bad,313865,0.16233727610189855,0,369389,1,0,Car,1
43,2418512,Business,10,1818771,180,Good,403794,0.16695961526772857,1,1003747,3,1,Business,0
46,1834624,Self-Employed,19,1085896,180,Average,485437,0.2645973972882742,1,724298,2,0,Business,0
45,2251448,Salaried,18,376239,12,Good,439488,0.19520228972541684,0,1042685,2,0,Car,0
60,860575,Business,35,1372410,60,Good,575709,0.6689810080690143,0,7270,5,1,Home,0
54,680664,Business,25,866346,120,Average,105909,0.1555963653192099,0,141266,0,0,Personal,0
36,1219847,Self-Employed,14,1283885,36,Good,762311,0.624922941218906,1,1061473,4,1,Education,1
25,1985521,Business,2,1326793,12,Good,403092,0.20301563014663146,1,748037,4,0,Car,0
27,1942033,Self-Employed,5,822414,12,Bad,481919,0.24815168014566172,0,426123,5,1,Home,0
23,1624914,Self-Employed,2,102054,60,Average,378849,0.23315004169448864,1,83138,0,1,Business,0
25,2336476,Salaried,1,1228475,60,Bad,32732,0.014009125705067928,1,1451436,5,0,Car,1
44,336166,Salaried,20,1558639,60,Good,221930,0.6601778282817766,0,301188,5,0,Home,1
38,294821,Business,2,179615,12,Good,344817,1.1695768972464742,0,555351,3,0,Business,0
25,2474696,Self-Employed,3,830028,60,Good,598560,0.2418720352431025,0,756570,5,1,Education,0
31,1746692,Business,9,1184722,12,Average,753038,0.4311221262122193,1,224506,2,0,Personal,0
57,900048,Self-Employed,19,1907266,24,Good,786307,0.873626880314294,0,225249,1,1,Home,0
51,1022305,Salaried,2,887403,36,Good,376168,0.3679602780380825,1,466148,3,1,Business,0
49,640654,Salaried,3,1148658,60,Bad,324264,0.5061444927457056,0,322874,1,1,Car,1
37,1355229,Business,7,579302,24,Average,512274,0.3779978306265357,1,1083834,2,1,Education,0
56,670297,Self-Employed,26,1752604,12,Bad,725939,1.0830093480810028,1,1367595,1,1,Personal,1
53,1272877,Business,25,810019,120,Good,311870,0.24501169790034866,1,1139783,4,0,Education,0
54,2149934,Salaried,26,429299,24,Good,329268,0.15315253716972838,1,317169,4,1,Education,0
56,1866865,Salaried,5,50409,12,Average,626551,0.33561648238277414,1,277528,0,1,Home,0
23,2072421,Business,1,979562,180,Bad,85398,0.04120685844871363,0,1484738,2,0,Personal,0
